Cód.,Município,Salario
3523305,Itariri (SP),2030.29
3523404,Itatiba (SP),2890.87
3523503,Itatinga (SP),2045.58
3523602,Itirapina (SP),2099.83
3523701,Itirapuã (SP),2079.48
3523800,Itobi (SP),1673.74
3523909,Itu (SP),2767.48
3524006,Itupeva (SP),3396.65
3524105,Ituverava (SP),2175.95
3524204,Jaborandi (SP),1790.31
3524303,Jaboticabal (SP),2829.14
3524402,Jacareí (SP),3190.84
3524501,Jaci (SP),2172.12
3524600,Jacupiranga (SP),1731.66
3524709,Jaguariúna (SP),3412.27
3524808,Jales (SP),2176.17
3524907,Jambeiro (SP),3115.38
3525003,Jandira (SP),3194.43
3525102,Jardinópolis (SP),2359.79
3525201,Jarinu (SP),3002.42
3525300,Jaú (SP),2179.58
3525409,Jeriquara (SP),1863.51
3525508,Joanópolis (SP),1818.83
3525607,João Ramalho (SP),2035.6
3525706,José Bonifácio (SP),2077.78
3525805,Júlio Mesquita (SP),1681.4
3525854,Jumirim (SP),2038.07
3525904,Jundiaí (SP),3308.99
3526001,Junqueirópolis (SP),2509.01
3526100,Juquiá (SP),1928.5
3526209,Juquitiba (SP),1796.42
3526308,Lagoinha (SP),1752.93
3526407,Laranjal Paulista (SP),2036.87
3526506,Lavínia (SP),2397.18
3526605,Lavrinhas (SP),1928.3
3526704,Leme (SP),2342.36
3526803,Lençóis Paulista (SP),2705.07
3526902,Limeira (SP),2882.61
3527009,Lindóia (SP),2066.34
3527108,Lins (SP),2261.6
3527207,Lorena (SP),2465.58
3527256,Lourdes (SP),2272.97
3527306,Louveira (SP),3636.79
3527405,Lucélia (SP),1559.3
3527504,Lucianópolis (SP),2182.26
3527603,Luís Antônio (SP),2663.42
3527702,Luiziânia (SP),1954.17
3527801,Lupércio (SP),2079.92
3527900,Lutécia (SP),1860.31
3528007,Macatuba (SP),2397.94
3528106,Macaubal (SP),2593.2
3528205,Macedônia (SP),2083.07
3528304,Magda (SP),2208.99
3528403,Mairinque (SP),2535.76
3528502,Mairiporã (SP),2185.73
3528601,Manduri (SP),1859.46
3528700,Marabá Paulista (SP),2254.49
3528809,Maracaí (SP),2025.15
3528858,Marapoama (SP),2301.32
3528908,Mariápolis (SP),1932.18
3529005,Marília (SP),2558.99
3529104,Marinópolis (SP),2139.78
3529203,Martinópolis (SP),2105.56
3529302,Matão (SP),2790.23
3529401,Mauá (SP),3080.32
3529500,Mendonça (SP),2566.85
3529609,Meridiano (SP),2530.9
3529658,Mesópolis (SP),2458.36
3529708,Miguelópolis (SP),2158.04
3529807,Mineiros do Tietê (SP),1910.91
3529906,Miracatu (SP),1951.56
3530003,Mira Estrela (SP),2004.8
3530102,Mirandópolis (SP),2435.26
3530201,Mirante do Paranapanema (SP),2694.77
3530300,Mirassol (SP),2360.77
3530409,Mirassolândia (SP),1988.05
3530508,Mococa (SP),2221.23
3530607,Mogi das Cruzes (SP),2507.32
3530706,Mogi Guaçu (SP),2728.91
3530805,Mogi Mirim (SP),2825.05
3530904,Mombuca (SP),2170.8
3531001,Monções (SP),2467.61
3531100,Mongaguá (SP),2290.96
3531209,Monte Alegre do Sul (SP),1928.18
3531308,Monte Alto (SP),2504.79
3531407,Monte Aprazível (SP),2295.75
3531506,Monte Azul Paulista (SP),2143.07
3531605,Monte Castelo (SP),1954.43
3531704,Monteiro Lobato (SP),1736.84
3531803,Monte Mor (SP),3083.54
3531902,Morro Agudo (SP),2367.33
3532009,Morungaba (SP),1929.02
3532058,Motuca (SP),1851.79
3532108,Murutinga do Sul (SP),2064.74
3532157,Nantes (SP),2694.41
3532207,Narandiba (SP),2826.1
3532306,Natividade da Serra (SP),2163.87
3532405,Nazaré Paulista (SP),2650.51
3532504,Neves Paulista (SP),2173.56
3532603,Nhandeara (SP),2084.98
3532702,Nipoã (SP),2191.97
3532801,Nova Aliança (SP),1784.43
3532827,Nova Campina (SP),2327.46
3532843,Nova Canaã Paulista (SP),2349.22
3532868,Nova Castilho (SP),3044.46
3532900,Nova Europa (SP),2449.86
3533007,Nova Granada (SP),2050.84
3533106,Nova Guataporanga (SP),1985.87
3533205,Nova Independência (SP),3176.35
3533254,Novais (SP),1960.65
3533304,Nova Luzitânia (SP),2131.85
3533403,Nova Odessa (SP),2919.93
3533502,Novo Horizonte (SP),2602.81
3533601,Nuporanga (SP),1781.28
3533700,Ocauçu (SP),2021.97
3533809,Óleo (SP),2462.36
3533908,Olímpia (SP),2561.08
3534005,Onda Verde (SP),2619.12
3534104,Oriente (SP),2294.78
3534203,Orindiúva (SP),3481.86
3534302,Orlândia (SP),2723.28
3534401,Osasco (SP),3129.08
3534500,Oscar Bressane (SP),1847.27
3534609,Osvaldo Cruz (SP),1830.85
3534708,Ourinhos (SP),2218.21
3534757,Ouroeste (SP),2902.49
3534807,Ouro Verde (SP),1957.8
3534906,Pacaembu (SP),2072.74
3535002,Palestina (SP),2472.8
3535101,Palmares Paulista (SP),1988.95
3535200,Palmeira d'Oeste (SP),1960.76
3535309,Palmital (SP),2522.98
3535408,Panorama (SP),1802.34
3535507,Paraguaçu Paulista (SP),2461.99
3535606,Paraibuna (SP),2129.17
3535705,Paraíso (SP),2961.94
3535804,Paranapanema (SP),2175.13
3535903,Paranapuã (SP),2314.05
3536000,Parapuã (SP),2264.98
3536109,Pardinho (SP),1881.14
3536208,Pariquera-Açu (SP),2284.87
3536257,Parisi (SP),2240.03
3536307,Patrocínio Paulista (SP),2930.71
3536406,Paulicéia (SP),1842.34
3536505,Paulínia (SP),4729.52
3536570,Paulistânia (SP),2236.97
3536604,Paulo de Faria (SP),2326.53
3536703,Pederneiras (SP),2610.09
3536802,Pedra Bela (SP),1579.42
3536901,Pedranópolis (SP),2103.56
3537008,Pedregulho (SP),2304.77
3537107,Pedreira (SP),2102.7
3537156,Pedrinhas Paulista (SP),2263.46
3537206,Pedro de Toledo (SP),1949.36
3537305,Penápolis (SP),2090.01
3537404,Pereira Barreto (SP),2544.11
3537503,Pereiras (SP),1843.74
3537602,Peruíbe (SP),2126.8
3537701,Piacatu (SP),1611.08
3537800,Piedade (SP),2089.65
3537909,Pilar do Sul (SP),1989.01
3538006,Pindamonhangaba (SP),3115.68
3538105,Pindorama (SP),2663.5
3538204,Pinhalzinho (SP),1727.78
3538303,Piquerobi (SP),1857.16
3538501,Piquete (SP),2058.83
3538600,Piracaia (SP),2058.89
3538709,Piracicaba (SP),3226.03
3538808,Piraju (SP),2020.41
3538907,Pirajuí (SP),1898.62
3539004,Pirangi (SP),2054.84
3539103,Pirapora do Bom Jesus (SP),2701.65
3539202,Pirapozinho (SP),2169.51
3539301,Pirassununga (SP),2850.46
3539400,Piratininga (SP),1972.14
3539509,Pitangueiras (SP),2466.44
3539608,Planalto (SP),2708.51
3539707,Platina (SP),2468.59
3539806,Poá (SP),2082.16
3539905,Poloni (SP),1789.11
3540002,Pompéia (SP),3656.95
3540101,Pongaí (SP),1969.59
3540200,Pontal (SP),2562.23
3540259,Pontalinda (SP),2003.61
3540309,Pontes Gestal (SP),2866.74
3540408,Populina (SP),2193.93
3540507,Porangaba (SP),1738.14
3540606,Porto Feliz (SP),2845.5
3540705,Porto Ferreira (SP),2190.19
3540754,Potim (SP),1948.23
3540804,Potirendaba (SP),2534.11
3540853,Pracinha (SP),1529.56
3540903,Pradópolis (SP),2307.27
3541000,Praia Grande (SP),2325.93
3541059,Pratânia (SP),2414.17
3541109,Presidente Alves (SP),1772.25
3541208,Presidente Bernardes (SP),2033.55
3541307,Presidente Epitácio (SP),1968.52
3541406,Presidente Prudente (SP),2540.13
3541505,Presidente Venceslau (SP),1874.93
3541604,Promissão (SP),2120.36
3541653,Quadra (SP),2105.6
3541703,Quatá (SP),1937.48
3541802,Queiroz (SP),2467.21
3541901,Queluz (SP),2065.09
3542008,Quintana (SP),2617.11
3542107,Rafard (SP),2419.31
3542206,Rancharia (SP),2010.57
3542305,Redenção da Serra (SP),1612.06
3542404,Regente Feijó (SP),2204.97
3542503,Reginópolis (SP),2067.81
3542602,Registro (SP),2226.84
3542701,Restinga (SP),2235.18
3542800,Ribeira (SP),1665.1
3542909,Ribeirão Bonito (SP),2073.27
3543006,Ribeirão Branco (SP),1667.47
3543105,Ribeirão Corrente (SP),2042.68
3543204,Ribeirão do Sul (SP),2152.88
3543238,Ribeirão dos Índios (SP),1837.06
3543253,Ribeirão Grande (SP),1905.95
3543303,Ribeirão Pires (SP),2516.23
3543402,Ribeirão Preto (SP),2789.98
3543501,Riversul (SP),1840.24
3543600,Rifaina (SP),2161.69
3543709,Rincão (SP),2029.3
3543808,Rinópolis (SP),2214.35
3543907,Rio Claro (SP),2827.02
3544004,Rio das Pedras (SP),2895.11
3544103,Rio Grande da Serra (SP),2385.92
3544202,Riolândia (SP),2111.92
3544251,Rosana (SP),2564.12
3544301,Roseira (SP),2059.26
3544400,Rubiácea (SP),2135.31
3544509,Rubinéia (SP),2118.91
3544608,Sabino (SP),1948.52
3544707,Sagres (SP),1586.3
3544806,Sales (SP),1999.81
3544905,Sales Oliveira (SP),2100.08
3545001,Salesópolis (SP),1960.41
3545100,Salmourão (SP),1789.38
3545159,Saltinho (SP),2599
3545209,Salto (SP),2725.23
3545308,Salto de Pirapora (SP),2679.22
3545407,Salto Grande (SP),2044.95
3545506,Sandovalina (SP),1537.6
3545605,Santa Adélia (SP),2356.4
3545704,Santa Albertina (SP),2518.01
3545803,Santa Bárbara d'Oeste (SP),2650.56
3546009,Santa Branca (SP),1934.29
3546108,Santa Clara d'Oeste (SP),2313.99
3546207,Santa Cruz da Conceição (SP),2009.05
3546256,Santa Cruz da Esperança (SP),1852.89
3546306,Santa Cruz das Palmeiras (SP),2127.46
3546405,Santa Cruz do Rio Pardo (SP),2372.24
3546504,Santa Ernestina (SP),1931.86
3546603,Santa Fé do Sul (SP),1969.3
3546702,Santa Gertrudes (SP),3151.08
3546801,Santa Isabel (SP),2108.81
3546900,Santa Lúcia (SP),2045.07
3547007,Santa Maria da Serra (SP),2026.04
3547106,Santa Mercedes (SP),1869.3
3547205,Santana da Ponte Pensa (SP),2286.17
3547304,Santana de Parnaíba (SP),3007.94
3547403,Santa Rita d'Oeste (SP),1940.57
3547502,Santa Rita do Passa Quatro (SP),1787.23
3547601,Santa Rosa de Viterbo (SP),2358.35
3547650,Santa Salete (SP),2259.8
3547700,Santo Anastácio (SP),2054.55
3547809,Santo André (SP),2836.18
3547908,Santo Antônio da Alegria (SP),1543.94
3548005,Santo Antônio de Posse (SP),2667.3
3548054,Santo Antônio do Aracanguá (SP),2027.64
3548104,Santo Antônio do Jardim (SP),1948.48
3548203,Santo Antônio do Pinhal (SP),1723.89
3548302,Santo Expedito (SP),1631.01
3548401,Santópolis do Aguapeí (SP),1837.81
3548500,Santos (SP),3251.2
3548609,São Bento do Sapucaí (SP),1720.69
3548708,São Bernardo do Campo (SP),3817.94
3548807,São Caetano do Sul (SP),3349.06
3548906,São Carlos (SP),3232.86
3549003,São Francisco (SP),2282.77
3549102,São João da Boa Vista (SP),2348.05
3549201,São João das Duas Pontes (SP),2034.96
3549250,São João de Iracema (SP),2375.99
3549300,São João do Pau d'Alho (SP),2293.64
3549409,São Joaquim da Barra (SP),2703.02
3549508,São José da Bela Vista (SP),1829.33
3549607,São José do Barreiro (SP),1920.29
3549706,São José do Rio Pardo (SP),2161.65
3549805,São José do Rio Preto (SP),2630.24
3549904,São José dos Campos (SP),3567.02
3549953,São Lourenço da Serra (SP),1428.1
3550001,São Luiz do Paraitinga (SP),1870.22
3550100,São Manuel (SP),2532.67
3550209,São Miguel Arcanjo (SP),1863.57
3550308,São Paulo (SP),4101.44
3550407,São Pedro (SP),1975.97
3550506,São Pedro do Turvo (SP),2078.12
3550605,São Roque (SP),2291.93
3550704,São Sebastião (SP),3275.81
3550803,São Sebastião da Grama (SP),1890.04
3550902,São Simão (SP),2068.64
3551009,São Vicente (SP),2506.39
3551108,Sarapuí (SP),1750.24
3551207,Sarutaiá (SP),1951.47
3551306,Sebastianópolis do Sul (SP),2702.92
3551405,Serra Azul (SP),1956.15
3551504,Serrana (SP),2864.62
3551603,Serra Negra (SP),1788.28
3551702,Sertãozinho (SP),2941.25
3551801,Sete Barras (SP),1971.2
3551900,Severínia (SP),2336.08
3552007,Silveiras (SP),2017.3
3552106,Socorro (SP),1846.85
3552205,Sorocaba (SP),3037.33
3552304,Sud Mennucci (SP),2337.83
3552403,Sumaré (SP),3755.64
3552502,Suzano (SP),2841
3552551,Suzanápolis (SP),2924.3
3552601,Tabapuã (SP),1957.89
3552700,Tabatinga (SP),1564.27
3552809,Taboão da Serra (SP),2563.05
3552908,Taciba (SP),2423.94
3553005,Taguaí (SP),1275.52
3553104,Taiaçu (SP),1956.5
3553203,Taiúva (SP),2082.79
3553302,Tambaú (SP),2050.62
3553401,Tanabi (SP),2385.36
3553500,Tapiraí (SP),2030.75
3553609,Tapiratiba (SP),2089.16
3553658,Taquaral (SP),1877.08
3553708,Taquaritinga (SP),2106.65
3553807,Taquarituba (SP),1931.37
3553856,Taquarivaí (SP),1901.23
3553906,Tarabai (SP),1851.61
3553955,Tarumã (SP),2360.53
3554003,Tatuí (SP),2506.62
3554102,Taubaté (SP),3135.14
3554201,Tejupá (SP),1555.39
3554300,Teodoro Sampaio (SP),1999.86
3554409,Terra Roxa (SP),1943.22
3554508,Tietê (SP),2196.01
3554607,Timburi (SP),2230.27
3554656,Torre de Pedra (SP),1996.56
3554706,Torrinha (SP),1922.08
3554755,Trabiju (SP),1799.33
3554805,Tremembé (SP),2431.75
3554904,Três Fronteiras (SP),2158.01
3554953,Tuiuti (SP),1693.42
3555000,Tupã (SP),1947.86
3555109,Tupi Paulista (SP),1895.48
3555208,Turiúba (SP),2181.61
3555307,Turmalina (SP),2356.54
3555356,Ubarana (SP),2653.61
3555406,Ubatuba (SP),2004.44
3555505,Ubirajara (SP),1949.22
3555604,Uchoa (SP),2278.14
3555703,União Paulista (SP),2019.28
3555802,Urânia (SP),1928.41
3555901,Uru (SP),2076.3
3556008,Urupês (SP),2100.24
3556107,Valentim Gentil (SP),1800.93
3556206,Valinhos (SP),3198.2
3556305,Valparaíso (SP),2581.53
3556354,Vargem (SP),2022.91
3556404,Vargem Grande do Sul (SP),2129.96
3556453,Vargem Grande Paulista (SP),2863.9
3556503,Várzea Paulista (SP),2998.28
3556602,Vera Cruz (SP),2096.99
3556701,Vinhedo (SP),3274.62
3556800,Viradouro (SP),1680.53
3556909,Vista Alegre do Alto (SP),2920.51
3556958,Vitória Brasil (SP),2247.15
3557006,Votorantim (SP),2548.36
3557105,Votuporanga (SP),2143.06
3557154,Zacarias (SP),2365.06
3557204,Chavantes (SP),2808.97
3557303,Estiva Gerbi (SP),2488.89
4100103,Abatiá (PR),1893.94
4100202,Adrianópolis (PR),2595.58
4100301,Agudos do Sul (PR),1838.14
4100400,Almirante Tamandaré (PR),2183.34
4100459,Altamira do Paraná (PR),2022
4100509,Altônia (PR),1678.51
4100608,Alto Paraná (PR),1869.52
4100707,Alto Piquiri (PR),2227.49
4100806,Alvorada do Sul (PR),2001.77
4100905,Amaporã (PR),2035.2
4101002,Ampére (PR),1732.84
4101051,Anahy (PR),1656.36
4101101,Andirá (PR),2043.09
4101150,Ângulo (PR),2041.74
4101200,Antonina (PR),1953.85
4101309,Antônio Olinto (PR),2036.63
4101408,Apucarana (PR),2013.06
4101507,Arapongas (PR),2244.54
4101606,Arapoti (PR),2476.17
4101655,Arapuã (PR),2139.88
4101705,Araruna (PR),2066.53
4101804,Araucária (PR),3541.24
4101853,Ariranha do Ivaí (PR),2110.57
4101903,Assaí (PR),1890.69
4102000,Assis Chateaubriand (PR),2059.01
4102109,Astorga (PR),1763.37
4102208,Atalaia (PR),2298.02
4102307,Balsa Nova (PR),2606.19
4102406,Bandeirantes (PR),2028.61
4102505,Barbosa Ferraz (PR),1872.18
4102604,Barracão (PR),1855.94
4102703,Barra do Jacaré (PR),2010.28
4102752,Bela Vista da Caroba (PR),2046.89
4102802,Bela Vista do Paraíso (PR),1938.46
4102901,Bituruna (PR),1878.39
4103008,Boa Esperança (PR),2433.3
4103024,Boa Esperança do Iguaçu (PR),1933.57
4103040,Boa Ventura de São Roque (PR),2122.79
4103057,Boa Vista da Aparecida (PR),1735.76
4103107,Bocaiúva do Sul (PR),1979.54
4103156,Bom Jesus do Sul (PR),1723.58
4103206,Bom Sucesso (PR),1825.78
4103222,Bom Sucesso do Sul (PR),2028.26
4103305,Borrazópolis (PR),1832.59
4103354,Braganey (PR),2087.29
4103370,Brasilândia do Sul (PR),2142.95
4103404,Cafeara (PR),2321.49
4103453,Cafelândia (PR),1966.06
4103479,Cafezal do Sul (PR),1508
4103503,Califórnia (PR),1699.38
4103602,Cambará (PR),2060.75
4103701,Cambé (PR),2332.2
4103800,Cambira (PR),2023.96
4103909,Campina da Lagoa (PR),1759.98
4103958,Campina do Simão (PR),1939.93
4104006,Campina Grande do Sul (PR),2284.58
4104055,Campo Bonito (PR),2040.5
4104105,Campo do Tenente (PR),1832.23
4104204,Campo Largo (PR),2458.91
4104253,Campo Magro (PR),2307.13
4104303,Campo Mourão (PR),2583.68
4104402,Cândido de Abreu (PR),1983.25
4104428,Candói (PR),2137.34
4104451,Cantagalo (PR),1935.61
4104501,Capanema (PR),2332.99
4104600,Capitão Leônidas Marques (PR),1884.34
4104659,Carambeí (PR),2574.91
4104709,Carlópolis (PR),1652.42
4104808,Cascavel (PR),2462.45
4104907,Castro (PR),2193.02
4105003,Catanduvas (PR),1928.66
4105102,Centenário do Sul (PR),1903.76
4105201,Cerro Azul (PR),1877.73
4105300,Céu Azul (PR),2020.68
4105409,Chopinzinho (PR),2113.02
4105508,Cianorte (PR),2109.88
4105607,Cidade Gaúcha (PR),1938.93
4105706,Clevelândia (PR),1905.88
4105805,Colombo (PR),2392.96
4105904,Colorado (PR),2300.35
4106001,Congonhinhas (PR),1922.69
4106100,Conselheiro Mairinck (PR),1978.46
4106209,Contenda (PR),2372.27
4106308,Corbélia (PR),2143.79
4106407,Cornélio Procópio (PR),2000.04
4106456,Coronel Domingos Soares (PR),1874.37
4106506,Coronel Vivida (PR),2111.98
4106555,Corumbataí do Sul (PR),1836.9
4106571,Cruzeiro do Iguaçu (PR),1853.35
4106605,Cruzeiro do Oeste (PR),1964.57
4106704,Cruzeiro do Sul (PR),2122.78
4106803,Cruz Machado (PR),2114.8
4106852,Cruzmaltina (PR),2121.85
4106902,Curitiba (PR),3809.2
4107009,Curiúva (PR),1771.66
4107108,Diamante do Norte (PR),2111.12
4107124,Diamante do Sul (PR),1756.71
4107157,Diamante D'Oeste (PR),1856.2
4107207,Dois Vizinhos (PR),2192.95
4107256,Douradina (PR),2899.24
4107306,Doutor Camargo (PR),1842.73
4107405,Enéas Marques (PR),2415.2
4107504,Engenheiro Beltrão (PR),1921.08
4107520,Esperança Nova (PR),1847.29
4107538,Entre Rios do Oeste (PR),2001.67
4107546,Espigão Alto do Iguaçu (PR),1861.36
4107553,Farol (PR),2163.52
4107603,Faxinal (PR),2076.08
4107652,Fazenda Rio Grande (PR),2473.67
4107702,Fênix (PR),2042.03
4107736,Fernandes Pinheiro (PR),2172.32
4107751,Figueira (PR),2088.31
4107801,Floraí (PR),1836.37
4107850,Flor da Serra do Sul (PR),1681.84
4107900,Floresta (PR),1892.8
4108007,Florestópolis (PR),2169.22
4108106,Flórida (PR),2144.47
4108205,Formosa do Oeste (PR),1922.58
4108304,Foz do Iguaçu (PR),2662.13
4108320,Francisco Alves (PR),1633
4108403,Francisco Beltrão (PR),2256.77
4108452,Foz do Jordão (PR),1774.66
4108502,General Carneiro (PR),1808.1
4108551,Godoy Moreira (PR),1816.85
4108601,Goioerê (PR),2020.59
4108650,Goioxim (PR),2024.96
4108700,Grandes Rios (PR),1759.21
4108809,Guaíra (PR),2121.8
4108908,Guairaçá (PR),2128.33
4108957,Guamiranga (PR),1668.27
4109005,Guapirama (PR),1829.91
4109104,Guaporema (PR),1912.75
4109203,Guaraci (PR),1929.73
4109302,Guaraniaçu (PR),1785.41
4109401,Guarapuava (PR),2509.57
4109500,Guaraqueçaba (PR),1720.21
4109609,Guaratuba (PR),2139.62
4109658,Honório Serpa (PR),2367.67
4109708,Ibaiti (PR),1936.66
4109757,Ibema (PR),1828.09
4109807,Ibiporã (PR),2215.1
4109906,Icaraíma (PR),2075.48
4110003,Iguaraçu (PR),2127.67
4110052,Iguatu (PR),1825.41
4110078,Imbaú (PR),1926.2
4110102,Imbituva (PR),1764.45
4110201,Inácio Martins (PR),1742.73
4110300,Inajá (PR),1924.34
4110409,Indianópolis (PR),2271.51
4110508,Ipiranga (PR),1937.28
4110607,Iporã (PR),1829.65
4110656,Iracema do Oeste (PR),2041.67
4110706,Irati (PR),2145.08
4110805,Iretama (PR),1986.27
4110904,Itaguajé (PR),2054.4
4110953,Itaipulândia (PR),2119.97
4111001,Itambaracá (PR),1971.4
4111100,Itambé (PR),2006.12
4111209,Itapejara d'Oeste (PR),2005.57
4111258,Itaperuçu (PR),1948.89
4111308,Itaúna do Sul (PR),2014.8
4111407,Ivaí (PR),1803.35
4111506,Ivaiporã (PR),1976.71
4111555,Ivaté (PR),1910.14
4111605,Ivatuba (PR),1982.84
4111704,Jaboti (PR),1965.45
4111803,Jacarezinho (PR),2307.58
4111902,Jaguapitã (PR),1980.74
4112009,Jaguariaíva (PR),2430.23
4112108,Jandaia do Sul (PR),2139.29
4112207,Janiópolis (PR),2168.36
4112306,Japira (PR),1781.9
4112405,Japurá (PR),2090.39
4112504,Jardim Alegre (PR),1985.61
4112603,Jardim Olinda (PR),1656.84
4112702,Jataizinho (PR),1978.3
4112751,Jesuítas (PR),1984.91
4112801,Joaquim Távora (PR),1682.31
4112900,Jundiaí do Sul (PR),2193.76
4112959,Juranda (PR),1931.52
4113007,Jussara (PR),2146.04
4113106,Kaloré (PR),1597.04
4113205,Lapa (PR),2144.78
4113254,Laranjal (PR),1663.6
4113304,Laranjeiras do Sul (PR),1985.19
4113403,Leópolis (PR),2185.58
4113429,Lidianópolis (PR),1924.18
4113452,Lindoeste (PR),2144.53
4113502,Loanda (PR),1834.53
4113601,Lobato (PR),2310.11
4113700,Londrina (PR),2756.3
4113734,Luiziana (PR),2486.25
4113759,Lunardelli (PR),1832.78
4113809,Lupionópolis (PR),1925.22
4113908,Mallet (PR),2183.18
4114005,Mamborê (PR),2198.31
4114104,Mandaguaçu (PR),2023.49
4114203,Mandaguari (PR),2169.64
4114302,Mandirituba (PR),2130.99
4114351,Manfrinópolis (PR),1837.05
4114401,Mangueirinha (PR),2028.95
4114500,Manoel Ribas (PR),2029.29
4114609,Marechal Cândido Rondon (PR),2207.28
4114708,Maria Helena (PR),1863.82
4114807,Marialva (PR),2216.91
4114906,Marilândia do Sul (PR),2072.16
4115002,Marilena (PR),1564.41
4115101,Mariluz (PR),2015.62
4115200,Maringá (PR),2632.31
4115309,Mariópolis (PR),2182.22
4115358,Maripá (PR),2676.75
4115408,Marmeleiro (PR),2020.95
4115457,Marquinho (PR),2213.18
4115507,Marumbi (PR),1602.32
4115606,Matelândia (PR),1901
4115705,Matinhos (PR),2012.83
4115739,Mato Rico (PR),1830.01
4115754,Mauá da Serra (PR),2091.47
4115804,Medianeira (PR),2360.51
4115853,Mercedes (PR),2163.24
4115903,Mirador (PR),1939.34
4116000,Miraselva (PR),2224.49
4116059,Missal (PR),2176.85
4116109,Moreira Sales (PR),1873.54
4116208,Morretes (PR),1850.12
4116307,Munhoz de Melo (PR),1853.65
4116406,Nossa Senhora das Graças (PR),1867.12
4116505,Nova Aliança do Ivaí (PR),2108.91
4116604,Nova América da Colina (PR),2801.24
4116703,Nova Aurora (PR),1897.41
4116802,Nova Cantu (PR),2033.03
4116901,Nova Esperança (PR),1938.4
4116950,Nova Esperança do Sudoeste (PR),1880.64
4117008,Nova Fátima (PR),3251.12
4117057,Nova Laranjeiras (PR),2047.87
4117107,Nova Londrina (PR),2039.46
4117206,Nova Olímpia (PR),1579.6
4117214,Nova Santa Bárbara (PR),1869.93
4117222,Nova Santa Rosa (PR),2038.39
4117255,Nova Prata do Iguaçu (PR),2062.89
4117271,Nova Tebas (PR),1820.08
4117297,Novo Itacolomi (PR),1933.44
